id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,errors
7479163,01-01-2025 21:27:00,157,1052,$45.56,Swipe Transaction,10156,Perris,
7484035,03-01-2025 08:54:00,1509,3685,$3.43,Swipe Transaction,10156,Parkville,
7485152,03-01-2025 13:01:00,1509,3685,$7.18,Swipe Transaction,10156,Parkville,
7485427,03-01-2025 13:58:00,1509,3685,$7.81,Swipe Transaction,10156,Parkville,
7498659,06-01-2025 20:49:00,157,969,$39.86,Swipe Transaction,10156,Perris,
7503715,08-01-2025 08:52:00,1509,3685,$3.33,Swipe Transaction,10156,Parkville,
7506006,08-01-2025 19:08:00,1509,3685,$61.05,Swipe Transaction,10156,Parkville,
7480390,02-01-2025 09:39:00,509,3446,$6.52,Swipe Transaction,10173,Huntington,
7480519,02-01-2025 10:13:00,509,3446,$34.84,Swipe Transaction,10173,Huntington,
7492837,05-01-2025 12:16:00,509,3446,$20.17,Swipe Transaction,10173,Huntington,
7507557,09-01-2025 09:35:00,509,4588,$2.71,Swipe Transaction,10173,Huntington,
7508366,09-01-2025 12:47:00,509,4588,$19.27,Swipe Transaction,10173,Huntington,
7477698,01-01-2025 13:58:00,483,2121,$45.48,Swipe Transaction,10185,Burlington,
7504263,08-01-2025 11:21:00,252,4577,$72.18,Swipe Transaction,10185,Bay Village,
7478174,01-01-2025 15:59:00,1659,185,$21.83,Swipe Transaction,10186,Wauconda,
7478995,01-01-2025 20:23:00,1238,1195,$105.12,Swipe Transaction,10186,Arlington,
7487247,04-01-2025 06:05:00,1659,5056,$2.88,Swipe Transaction,10186,Wauconda,
7491173,05-01-2025 06:11:00,1659,5056,$3.57,Swipe Transaction,10186,Wauconda,
7503211,08-01-2025 06:27:00,1659,959,$3.39,Swipe Transaction,10186,Wauconda,
7510516,10-01-2025 06:11:00,1659,185,$4.50,Swipe Transaction,10186,Wauconda,
7478546,01-01-2025 17:45:00,639,5016,$28.53,Swipe Transaction,10193,Tiffin,
7475824,01-01-2025 07:09:00,354,4518,$5.76,Swipe Transaction,10210,Colorado Springs,
7494278,05-01-2025 18:11:00,354,1168,$21.75,Swipe Transaction,10210,Colorado Springs,
7506993,09-01-2025 07:05:00,1678,3435,$7.90,Swipe Transaction,10210,Wethersfield,
7509573,09-01-2025 18:10:00,354,1168,$17.71,Swipe Transaction,10210,Colorado Springs,
7476911,01-01-2025 11:19:00,1979,2548,$10.37,Swipe Transaction,10213,Boca Raton,
7480756,02-01-2025 11:10:00,1979,2812,$9.49,Swipe Transaction,10213,Boca Raton,
7501892,07-01-2025 16:11:00,1979,2548,$23.47,Swipe Transaction,10213,Boca Raton,
7486457,03-01-2025 19:00:00,1256,236,$62.06,Swipe Transaction,1022,Stratford,
7501142,07-01-2025 13:18:00,1940,5451,$25.69,Swipe Transaction,10233,Corona,
7482717,02-01-2025 20:49:00,1324,5889,$48.88,Swipe Transaction,10244,Sarasota,
7485424,03-01-2025 13:58:00,456,4576,$25.40,Swipe Transaction,10305,Cape Coral,
7497006,06-01-2025 12:41:00,456,4576,$268.50,Swipe Transaction,10305,Cape Coral,
7501541,07-01-2025 14:51:00,456,2800,$41.59,Swipe Transaction,10305,Cape Coral,
7503879,08-01-2025 09:44:00,1094,3755,$14.83,Swipe Transaction,10305,San Francisco,
7478470,01-01-2025 17:14:00,1475,3746,$7.48,Swipe Transaction,1034,Ewa Beach,
7494879,05-01-2025 22:53:00,1475,4496,$51.38,Swipe Transaction,1034,Ewa Beach,
7510126,09-01-2025 22:31:00,1475,3746,$54.57,Swipe Transaction,1034,Ewa Beach,
7494626,05-01-2025 20:58:00,1024,4241,$16.81,Swipe Transaction,10347,Tieton,
7494700,05-01-2025 21:36:00,1024,1006,$15.29,Swipe Transaction,10347,Tieton,
7502766,07-01-2025 21:50:00,1024,4241,$18.63,Swipe Transaction,10347,Tieton,
7506374,08-01-2025 21:55:00,1024,4241,$16.29,Swipe Transaction,10347,Tieton,
7510048,09-01-2025 21:56:00,1024,1006,$16.58,Swipe Transaction,10347,Tieton,
7481890,02-01-2025 15:45:00,1686,2999,$173.75,Swipe Transaction,10388,Lafayette,
7483303,03-01-2025 06:19:00,1686,2999,$20.37,Swipe Transaction,10388,Lafayette,
7503051,08-01-2025 03:38:00,1686,2617,$199.74,Swipe Transaction,10388,Lafayette,
7510372,10-01-2025 03:52:00,1686,2999,$156.52,Swipe Transaction,10388,Lafayette,
7484716,03-01-2025 11:25:00,1412,3436,$68.41,Swipe Transaction,10412,Bowling Green,
7505066,08-01-2025 14:38:00,1500,5034,$27.31,Swipe Transaction,10425,Grants Pass,
7475446,01-01-2025 02:48:00,1411,1069,$4.04,Swipe Transaction,10455,Saint Charles,
7478726,01-01-2025 18:47:00,1411,4700,$74.68,Swipe Transaction,10455,Saint Charles,
7490442,04-01-2025 18:59:00,1411,4700,$46.78,Swipe Transaction,10455,Saint Charles,
7491010,05-01-2025 02:35:00,1411,3778,$2.66,Swipe Transaction,10455,Saint Charles,
7502351,07-01-2025 18:41:00,1411,3778,$50.70,Swipe Transaction,10455,Saint Charles,
7487284,04-01-2025 06:15:00,798,5002,$40.94,Swipe Transaction,10465,Murrieta,
7478561,01-01-2025 17:49:00,1213,3270,$30.08,Swipe Transaction,1048,Calistoga,
7502131,07-01-2025 17:10:00,1213,3270,$16.85,Swipe Transaction,1048,Calistoga,
7509550,09-01-2025 17:58:00,1213,3270,$24.59,Swipe Transaction,1048,Calistoga,
7491057,05-01-2025 04:30:00,1728,153,$77.22,Swipe Transaction,10489,Waupaca,
7507151,09-01-2025 07:53:00,1227,122,$40.04,Swipe Transaction,10525,Plymouth,
7480153,02-01-2025 08:29:00,987,4146,$187.74,Swipe Transaction,10530,Gaithersburg,
7499098,07-01-2025 04:31:00,1826,5779,$13.28,Swipe Transaction,10536,Lady Lake,
7487723,04-01-2025 07:56:00,1096,3012,$1.65,Swipe Transaction,10576,Syracuse,
7476585,01-01-2025 10:10:00,1759,4232,$5.17,Swipe Transaction,10590,Oceanside,
7479602,02-01-2025 05:00:00,1759,2893,$2.40,Swipe Transaction,10590,Oceanside,
7490621,04-01-2025 20:38:00,790,3350,$26.70,Swipe Transaction,10590,Lakeside,
7492795,05-01-2025 12:07:00,1759,4232,$13.20,Swipe Transaction,10590,Oceanside,
7502620,07-01-2025 20:35:00,790,5123,$25.72,Swipe Transaction,10590,Lakeside,
7475970,01-01-2025 07:44:00,1897,4948,$6.15,Swipe Transaction,106,Huntington,
7483869,03-01-2025 08:19:00,1897,3690,$5.54,Swipe Transaction,106,Huntington,
7500041,07-01-2025 09:17:00,1897,3690,$18.30,Swipe Transaction,106,Huntington,
7503737,08-01-2025 08:57:00,1897,3690,$26.48,Swipe Transaction,106,Huntington,
7499029,07-01-2025 02:11:00,706,4284,$48.16,Swipe Transaction,10610,San Rafael,
7509282,09-01-2025 16:32:00,203,242,$82.79,Swipe Transaction,10613,Ridgeland,
7502698,07-01-2025 21:22:00,634,3375,$145.35,Swipe Transaction,10650,New York,
7495789,06-01-2025 08:33:00,1808,1184,$84.81,Swipe Transaction,10724,Westminster,
7495800,06-01-2025 08:35:00,1844,2854,$100.27,Swipe Transaction,10724,Westminster,
7506223,08-01-2025 20:46:00,1936,3006,$22.21,Swipe Transaction,10737,Richmond,
7497509,06-01-2025 14:36:00,837,160,$3.75,Swipe Transaction,10746,Lost Creek,
7480046,02-01-2025 08:01:00,115,4590,$26.62,Swipe Transaction,10756,Mamaroneck,
7493299,05-01-2025 13:51:00,1133,2586,$98.29,Swipe Transaction,1076,North Chili,
7492894,05-01-2025 12:28:00,1765,2913,$73.91,Swipe Transaction,10768,Thomson,
7506278,08-01-2025 21:08:00,118,2792,$194.64,Swipe Transaction,10768,Birmingham,
7476741,01-01-2025 10:44:00,154,159,$123.98,Swipe Transaction,1077,Fayetteville,
7504294,08-01-2025 11:28:00,293,4260,$126.19,Swipe Transaction,10774,Norman,
7479127,01-01-2025 21:12:00,1169,5174,$14.75,Swipe Transaction,10782,Round Rock,
7482747,02-01-2025 21:01:00,1169,3389,$18.71,Swipe Transaction,10782,Round Rock,
7490679,04-01-2025 21:06:00,1169,4179,$14.66,Swipe Transaction,10782,Round Rock,
7502693,07-01-2025 21:15:00,1169,5763,$19.33,Swipe Transaction,10782,Round Rock,
7506291,08-01-2025 21:13:00,1169,5174,$15.68,Swipe Transaction,10782,Round Rock,
7509938,09-01-2025 21:04:00,1169,2485,$14.29,Swipe Transaction,10782,Round Rock,
7509966,09-01-2025 21:19:00,1169,5174,$17.99,Swipe Transaction,10782,Round Rock,Bad PIN
7477330,01-01-2025 12:40:00,1116,5559,$7.20,Swipe Transaction,10792,Tylersport,
7480224,02-01-2025 08:51:00,77,5906,$15.08,Swipe Transaction,10792,Dauphin,
7483807,03-01-2025 08:06:00,207,2143,$6.75,Swipe Transaction,10792,Danville,
7483974,03-01-2025 08:43:00,77,2438,$3.86,Swipe Transaction,10792,Dauphin,
7485090,03-01-2025 12:48:00,1116,5559,$3.72,Swipe Transaction,10792,Tylersport,
7485590,03-01-2025 14:42:00,918,2175,$31.48,Swipe Transaction,10792,Van Voorhis,
7490489,04-01-2025 19:21:00,918,2175,$39.81,Swipe Transaction,10792,Van Voorhis,
7492492,05-01-2025 11:05:00,1362,2145,$19.25,Swipe Transaction,10792,Burke,
7492895,05-01-2025 12:29:00,502,2018,$11.88,Swipe Transaction,10792,Fairmount City,
7493859,05-01-2025 16:05:00,476,1070,$73.02,Swipe Transaction,10792,Aquashicola,
7495678,06-01-2025 08:10:00,207,2506,$11.38,Swipe Transaction,10792,Danville,
7496314,06-01-2025 10:24:00,274,4564,$33.86,Swipe Transaction,10792,Washington,
7498707,06-01-2025 21:10:00,918,2175,$30.17,Swipe Transaction,10792,Van Voorhis,
7508445,09-01-2025 13:08:00,138,4608,$5.57,Swipe Transaction,10792,Penn Run,
7509156,09-01-2025 16:02:00,77,5501,$56.68,Swipe Transaction,10792,Dauphin,
7509759,09-01-2025 19:34:00,918,2175,$28.16,Swipe Transaction,10792,Van Voorhis,
7484931,03-01-2025 12:13:00,797,2839,$47.97,Swipe Transaction,10796,Honolulu,
7488848,04-01-2025 12:00:00,797,2839,$56.63,Swipe Transaction,10796,Honolulu,
7496811,06-01-2025 12:04:00,797,5428,$79.86,Swipe Transaction,10796,Honolulu,
7495108,06-01-2025 05:15:00,1957,5483,$109.26,Swipe Transaction,10820,Woodland Hills,
7484748,03-01-2025 11:32:00,3,2157,$8.84,Swipe Transaction,1084,Wichita Falls,
7476027,01-01-2025 08:00:00,469,2619,$7.23,Swipe Transaction,10855,Houston,
7491505,05-01-2025 07:31:00,469,2619,$4.61,Swipe Transaction,10855,Houston,
7498743,06-01-2025 21:31:00,469,2619,$8.56,Swipe Transaction,10855,Houston,
7499052,07-01-2025 02:55:00,469,2619,$101.21,Swipe Transaction,10855,Houston,
7499756,07-01-2025 08:12:00,469,2619,$4.71,Swipe Transaction,10855,Houston,
7506412,08-01-2025 22:17:00,469,2619,$3.76,Swipe Transaction,10855,Houston,
7508451,09-01-2025 13:09:00,469,2619,$10.40,Swipe Transaction,10855,Houston,
7482199,02-01-2025 17:05:00,1461,4535,$12.30,Swipe Transaction,10875,Brunswick,
7486262,03-01-2025 17:30:00,1461,103,$22.69,Swipe Transaction,10875,Brunswick,
7488347,04-01-2025 10:15:00,430,150,$26.18,Swipe Transaction,10875,Crown Point,
7489552,04-01-2025 14:40:00,430,5768,$86.84,Swipe Transaction,10875,Crown Point,
7502102,07-01-2025 17:00:00,1461,2886,$11.40,Swipe Transaction,10875,Brunswick,
7507716,09-01-2025 10:16:00,430,5768,$20.72,Swipe Transaction,10875,Crown Point,
7510716,10-01-2025 07:01:00,184,4935,$18.05,Swipe Transaction,10905,Edgerton,
7481006,02-01-2025 12:13:00,487,2024,$47.58,Swipe Transaction,10930,Albany,
7509805,09-01-2025 20:01:00,487,2835,$82.18,Swipe Transaction,10930,Albany,
7499287,07-01-2025 06:30:00,345,3441,$343.68,Swipe Transaction,10934,Kalamazoo,
7498914,06-01-2025 23:18:00,1992,5476,$42.24,Swipe Transaction,10940,Parma,
7493338,05-01-2025 13:59:00,1166,5822,$54.80,Swipe Transaction,10951,Hamilton,
7501264,07-01-2025 13:44:00,1267,3802,$66.63,Swipe Transaction,10974,Edmonds,
7491808,05-01-2025 08:39:00,1067,1063,$39.43,Swipe Transaction,10976,Derby,
7500516,07-01-2025 11:02:00,114,3398,$376.20,Swipe Transaction,10978,North Hollywood,
7486813,03-01-2025 21:37:00,469,2619,$8.91,Swipe Transaction,10982,Houston,
7490787,04-01-2025 22:11:00,469,2619,$6.89,Swipe Transaction,10982,Houston,
7476855,01-01-2025 11:08:00,1519,4210,$11.14,Swipe Transaction,1099,Laurel,
7488830,04-01-2025 11:55:00,1904,1004,$9.67,Swipe Transaction,10990,Wagoner,
7487056,04-01-2025 01:23:00,47,5080,$179.59,Swipe Transaction,10991,Huntington,
7493129,05-01-2025 13:13:00,1173,4696,$13.26,Swipe Transaction,11039,Casper,
7476727,01-01-2025 10:40:00,1719,2058,$13.67,Swipe Transaction,11041,Miami,
7486042,03-01-2025 16:26:00,1224,5971,$3.41,Swipe Transaction,11044,College Park,
7495207,06-01-2025 06:18:00,1224,5971,$10.54,Swipe Transaction,11044,College Park,
7505230,08-01-2025 15:16:00,1224,5971,$3.74,Swipe Transaction,11044,College Park,
7507026,09-01-2025 07:15:00,1224,5971,$13.73,Swipe Transaction,11044,College Park,
7501319,07-01-2025 13:59:00,820,3311,$39.37,Swipe Transaction,11052,Barnstable,
7480110,02-01-2025 08:17:00,1955,4220,$3.16,Swipe Transaction,11055,Canton,
7494051,05-01-2025 16:45:00,557,5570,$40.24,Swipe Transaction,11055,Canton,
7496729,06-01-2025 11:49:00,1955,4184,$20.07,Swipe Transaction,11055,Canton,
7511077,10-01-2025 08:17:00,1955,4220,$3.19,Swipe Transaction,11055,Canton,
7488726,04-01-2025 11:35:00,566,2543,$14.13,Swipe Transaction,1107,Mc Bee,
7497484,06-01-2025 14:31:00,34,3342,$4.51,Swipe Transaction,11078,Sacramento,
7476588,01-01-2025 10:11:00,1581,5840,$14.09,Swipe Transaction,1108,Arnold,
7478620,01-01-2025 18:12:00,1581,5541,$62.61,Swipe Transaction,1108,Arnold,
7508217,09-01-2025 12:12:00,1581,5541,$3.49,Swipe Transaction,1108,Arnold,
7509636,09-01-2025 18:38:00,1581,3247,$44.42,Swipe Transaction,1108,Arnold,
7507743,09-01-2025 10:21:00,1983,2907,$32.70,Swipe Transaction,11082,Laguna Beach,
7478017,01-01-2025 15:18:00,1859,2241,$194.37,Swipe Transaction,11121,Middletown,
7501699,07-01-2025 15:25:00,1435,4294,$240.05,Swipe Transaction,11215,Alpharetta,
7492681,05-01-2025 11:45:00,400,3852,$148.72,Swipe Transaction,11249,Panama City,
7499426,07-01-2025 07:03:00,400,3852,$37.76,Swipe Transaction,11249,Panama City,
7510158,09-01-2025 22:48:00,751,5552,$8.57,Swipe Transaction,11249,Irving,
7496876,06-01-2025 12:17:00,185,5361,$219.44,Swipe Transaction,11261,Elizabeth,
7475569,01-01-2025 05:59:00,1381,3738,$9.84,Swipe Transaction,11264,Mentor,
7475600,01-01-2025 06:08:00,1381,3738,$5.41,Swipe Transaction,11264,Mentor,
7477147,01-01-2025 12:07:00,1381,3738,$7.41,Swipe Transaction,11264,Mentor,
7507979,09-01-2025 11:14:00,1381,3738,$8.45,Swipe Transaction,11264,Mentor,
7507938,09-01-2025 11:07:00,1022,5148,$8.23,Swipe Transaction,1128,Monroe,
7489801,04-01-2025 15:38:00,511,1038,$22.73,Swipe Transaction,11292,Tucson,
7502625,07-01-2025 20:40:00,142,1046,$58.09,Swipe Transaction,11313,Eastford,
7504063,08-01-2025 10:36:00,924,2210,$61.09,Swipe Transaction,1133,Lapel,
7477501,01-01-2025 13:13:00,708,5165,$72.58,Swipe Transaction,11368,New York,
7503671,08-01-2025 08:38:00,1495,2099,$18.18,Swipe Transaction,11368,New York,
7488438,04-01-2025 10:32:00,1008,2592,$49.26,Swipe Transaction,11384,Chicago,
7493960,05-01-2025 16:23:00,348,2977,$15.93,Swipe Transaction,1140,Trenton,
7485334,03-01-2025 13:37:00,1989,2984,$0.50,Swipe Transaction,11429,Upper Marlboro,
7487578,04-01-2025 07:24:00,1989,2984,$28.12,Swipe Transaction,11429,Upper Marlboro,
7495911,06-01-2025 08:57:00,1140,41,$175.88,Swipe Transaction,11433,Lawrence,
7507463,09-01-2025 09:10:00,1140,41,$142.97,Swipe Transaction,11433,Lawrence,
7477409,01-01-2025 12:56:00,1995,4180,$0.81,Swipe Transaction,11442,Chambersburg,
7479124,01-01-2025 21:11:00,1995,4180,$35.95,Swipe Transaction,11442,Chambersburg,
7482731,02-01-2025 20:53:00,1995,4180,$33.10,Swipe Transaction,11442,Chambersburg,
7485217,03-01-2025 13:15:00,1788,2538,$7.51,Swipe Transaction,11442,Raceland,
7493204,05-01-2025 13:28:00,1788,2538,$9.47,Swipe Transaction,11442,Raceland,
7502710,07-01-2025 21:28:00,1995,4180,$34.75,Swipe Transaction,11442,Chambersburg,
7506368,08-01-2025 21:49:00,1995,1196,$42.28,Swipe Transaction,11442,Chambersburg,
7509696,09-01-2025 19:06:00,1788,2538,$59.29,Swipe Transaction,11442,Raceland,
7484972,03-01-2025 12:22:00,1928,2442,$10.88,Swipe Transaction,11453,Ridgefield,
7489151,04-01-2025 13:04:00,1756,4259,$51.34,Swipe Transaction,11453,Durham,
7496958,06-01-2025 12:31:00,1928,2434,$7.45,Swipe Transaction,11453,Ridgefield,
7475570,01-01-2025 06:00:00,1080,2562,$43.13,Swipe Transaction,11468,Macon,
7476089,01-01-2025 08:14:00,1198,2804,$10.64,Swipe Transaction,11468,Austin,
7476594,01-01-2025 10:12:00,1520,3329,$16.02,Swipe Transaction,11468,San Francisco,
7476706,01-01-2025 10:37:00,679,2894,$10.95,Swipe Transaction,11468,Halifax,
7478327,01-01-2025 16:36:00,1618,5363,$46.95,Swipe Transaction,11468,Middletown,
7479516,02-01-2025 01:42:00,1988,2161,$122.34,Swipe Transaction,11468,Miami,
7479527,02-01-2025 01:53:00,503,2513,$24.28,Swipe Transaction,11468,Chicago,
7479910,02-01-2025 07:27:00,1284,172,$45.92,Swipe Transaction,11468,North Dartmouth,
7479981,02-01-2025 07:43:00,659,128,$52.53,Swipe Transaction,11468,Vincennes,
7480484,02-01-2025 10:03:00,528,3834,$23.08,Swipe Transaction,11468,Sioux City,
7480697,02-01-2025 10:56:00,1725,4998,$83.64,Swipe Transaction,11468,Virginia Beach,
7480773,02-01-2025 11:14:00,1052,3651,$14.86,Swipe Transaction,11468,San Leandro,
7480871,02-01-2025 11:41:00,737,148,$41.75,Swipe Transaction,11468,Bend,
7481171,02-01-2025 12:55:00,1533,4625,$80.26,Swipe Transaction,11468,Indianapolis,
7481252,02-01-2025 13:12:00,1564,4240,$54.87,Swipe Transaction,11468,Sweetwater,
7481488,02-01-2025 14:05:00,598,2040,$41.29,Swipe Transaction,11468,Milan,
7481591,02-01-2025 14:30:00,1222,1076,$37.36,Swipe Transaction,11468,Salt Lake City,
7481632,02-01-2025 14:40:00,511,4707,$43.73,Swipe Transaction,11468,Tucson,
7481802,02-01-2025 15:20:00,852,4187,$33.43,Swipe Transaction,11468,Deltona,
7481928,02-01-2025 15:54:00,840,2083,$95.85,Swipe Transaction,11468,San Francisco,
7482400,02-01-2025 18:22:00,1250,5446,$54.10,Swipe Transaction,11468,Homer City,
7482501,02-01-2025 19:05:00,1018,5970,$50.04,Swipe Transaction,11468,Jacksonville,
7482557,02-01-2025 19:30:00,402,2536,$30.74,Swipe Transaction,11468,Lithonia,
7482587,02-01-2025 19:45:00,870,1039,$45.93,Swipe Transaction,11468,Great Mills,
7482700,02-01-2025 20:42:00,1245,5347,$28.81,Swipe Transaction,11468,Virginia Beach,
7483907,03-01-2025 08:29:00,514,1123,$18.81,Swipe Transaction,11468,Pompano Beach,
7483979,03-01-2025 08:43:00,1646,4742,$24.52,Swipe Transaction,11468,Monroeville,
7484466,03-01-2025 10:31:00,98,4143,$54.79,Swipe Transaction,11468,Johnston City,
7484921,03-01-2025 12:10:00,845,2855,$21.08,Swipe Transaction,11468,Gulf Breeze,
7485146,03-01-2025 12:59:00,1985,4085,$8.92,Swipe Transaction,11468,Alpharetta,
7485161,03-01-2025 13:03:00,623,2072,$70.57,Swipe Transaction,11468,Batavia,
7485262,03-01-2025 13:24:00,172,3458,$17.86,Swipe Transaction,11468,Johnston City,
7485564,03-01-2025 14:36:00,1393,3018,$28.79,Swipe Transaction,11468,Metairie,
7485689,03-01-2025 15:07:00,1452,3801,$119.24,Swipe Transaction,11468,Houston,
7485756,03-01-2025 15:23:00,1504,4963,$40.54,Swipe Transaction,11468,Sweetwater,
7486006,03-01-2025 16:18:00,1875,5955,$68.61,Swipe Transaction,11468,New Washington,
7486159,03-01-2025 16:51:00,1921,3810,$20.04,Swipe Transaction,11468,La Fayette,
